Week,avg_session_duration,Week_Start,Week_End,Meta_18-24_Impressions,Meta_25-34_Impressions,Meta_35-44_Impressions,Meta_45-54_Impressions,Meta_55-64_Impressions,Meta_65+_Impressions,Meta_18-24_ThruPlays,Meta_25-34_ThruPlays,Meta_35-44_ThruPlays,Meta_45-54_ThruPlays,Meta_55-64_ThruPlays,Meta_65+_ThruPlays,Meta_female_Impressions,Meta_male_Impressions,Meta_female_ThruPlays,Meta_male_ThruPlays,Meta_female_18-24_Impressions,Meta_female_25-34_Impressions,Meta_female_35-44_Impressions,Meta_female_45-54_Impressions,Meta_female_55-64_Impressions,Meta_female_65+_Impressions,Meta_male_18-24_Impressions,Meta_male_25-34_Impressions,Meta_male_35-44_Impressions,Meta_male_45-54_Impressions,Meta_male_55-64_Impressions,Meta_male_65+_Impressions,Meta_female_18-24_ThruPlays,Meta_female_25-34_ThruPlays,Meta_female_35-44_ThruPlays,Meta_female_45-54_ThruPlays,Meta_female_55-64_ThruPlays,Meta_female_65+_ThruPlays,Meta_male_18-24_ThruPlays,Meta_male_25-34_ThruPlays,Meta_male_35-44_ThruPlays,Meta_male_45-54_ThruPlays,Meta_male_55-64_ThruPlays,Meta_male_65+_ThruPlays,Meta_engaged_Impressions,Meta_prospecting_Impressions,Meta_unknown_Audience_Impressions,Meta_LEARN_MORE_Impressions,Meta_ORDER_NOW_Impressions,Meta_SHOP_NOW_Impressions,Meta_Image_Impressions,Meta_Video_Impressions,Meta_Image_ThruPlays,Meta_Video_ThruPlays,Shopify_Net_items_sold,Shopify_Quantity_ordered,Meta_OUTCOME_ENGAGEMENT_Impressions,Meta_OUTCOME_SALES_Impressions,Meta_Traffic_and_Awareness_Impressions,Meta_OUTCOME_ENGAGEMENT_ThruPlays,Meta_OUTCOME_SALES_ThruPlays,Meta_Traffic_and_Awareness_ThruPlays,Shopify_Homepage_Direct_Traffic,Shopify_Sessions,Shopify_Sessions_With_Cart_Additions,Meta_Total_Impressions,Meta_Total_ThruPlays,Amazon Brand Impressions,Amazon Search Query Volume,Amazon_total_quantity,Amazon_total_product_sales,ATC_impressions,ATC_thruplays,Google_Organic_Sessions,Google_Organic_Clicks,Google_Organic_Impressions,Google_PMax_Impressions,Google_PMax_Clicks,Google_PMax_Conversions,Google_Ads_Impressions,Google_Ads_Clicks,Google_Ads_Conversions,Google_YouTube_Impressions,Google_YouTube_Clicks,Google_YouTube_Views
37.0,58.37,07-09-2025,13-09-2025,107112.0,207365.0,120723.0,39079.0,8708.0,4578.0,4489.0,7033.0,4879.0,1894.0,503.0,249.0,25845.0,459222.0,1123.0,17803.0,4731.0,6864.0,8542.0,4350.0,1011.0,347.0,101839.0,199718.0,111529.0,34322.0,7617.0,4197.0,209.0,262.0,361.0,215.0,59.0,17.0,4248.0,6733.0,4491.0,1659.0,442.0,230.0,104784.0,382781.0,0.0,0.0,0.0,88601.0,187218.0,302006.0,4.0,19043.0,296.0,346.0,0.0,489224.0,0.0,0.0,19047.0,0.0,643.0,703.0,79.0,489224.0,19047.0,7777.0,10406.0,241,88569.01,0.0,0.0,7567,7023,105843,156451,4837,435,147068,4524,436,168721,2219,44829
38.0,50.12,14-09-2025,20-09-2025,135452.0,319187.0,185228.0,54423.0,11114.0,5418.0,2624.0,5700.0,4893.0,1916.0,425.0,164.0,33208.0,675336.0,1038.0,14618.0,4911.0,9114.0,11294.0,6130.0,1381.0,378.0,130167.0,309359.0,173255.0,47919.0,9654.0,4982.0,129.0,214.0,354.0,268.0,56.0,17.0,2478.0,5474.0,4524.0,1629.0,368.0,145.0,159593.0,551229.0,0.0,0.0,0.0,255079.0,399949.0,311950.0,30.0,15692.0,449.0,478.0,0.0,711899.0,0.0,0.0,15722.0,0.0,595.0,650.0,85.0,711899.0,15722.0,7333.0,10015.0,266,98466.46,0.0,0.0,5898,4805,69557,242521,5316,382,202380,5781,599,287370,4253,79050
39.0,49.18,21-09-2025,27-09-2025,217035.0,372415.0,211784.0,71129.0,18987.0,8982.0,4357.0,8655.0,8398.0,4091.0,1405.0,544.0,85863.0,812576.0,3506.0,23885.0,20177.0,26420.0,22532.0,11476.0,3668.0,1590.0,196383.0,345419.0,188782.0,59394.0,15264.0,7334.0,381.0,789.0,1169.0,791.0,267.0,109.0,3963.0,7854.0,7209.0,3293.0,1134.0,432.0,121534.0,778796.0,2.0,0.0,0.0,345050.0,441890.0,454722.0,24.0,27414.0,380.0,407.0,0.0,901093.0,0.0,0.0,27450.0,0.0,492.0,534.0,52.0,901093.0,27450.0,8641.0,13244.0,371,132688.92,0.0,0.0,6470,5176,69886,270782,7044,550,264437,8114,774,275953,3876,56630
40.0,40.7,28-09-2025,04-10-2025,441806.0,744349.0,341102.0,90896.0,20627.0,11824.0,6726.0,11931.0,9503.0,4352.0,1337.0,525.0,60754.0,1586378.0,2487.0,31770.0,12824.0,18786.0,17053.0,9205.0,2054.0,832.0,428092.0,724486.0,323243.0,81190.0,18449.0,10918.0,266.0,603.0,775.0,593.0,196.0,54.0,6436.0,11307.0,8695.0,3733.0,1134.0,465.0,265885.0,1384718.0,2.0,0.0,0.0,832636.0,948802.0,673358.0,47.0,34227.0,476.0,509.0,0.0,1650821.0,0.0,0.0,34375.0,0.0,659.0,741.0,106.0,1650821.0,34374.0,8555.0,11149.0,415,157919.26,0.0,0.0,7757,6392,96222,546119,13007,1044,413335,12936,1288,597949,8554,145502
41.0,38.96,05-10-2025,11-10-2025,433805.0,762804.0,373577.0,100394.0,23013.0,18320.0,6360.0,13429.0,10984.0,4476.0,1431.0,777.0,59510.0,1648866.0,2388.0,34963.0,12327.0,18295.0,17329.0,8572.0,1978.0,1009.0,420723.0,743423.0,355313.0,91280.0,20903.0,17224.0,314.0,638.0,777.0,468.0,132.0,59.0,6030.0,12769.0,10175.0,3987.0,1292.0,710.0,251504.0,1460409.0,1.0,0.0,0.0,1222745.0,1004625.0,707289.0,29.0,37428.0,535.0,583.0,0.0,1711914.0,0.0,0.0,37457.0,0.0,587.0,661.0,83.0,1711914.0,37457.0,8073.0,10704.0,495,180192.25,0.0,0.0,8257,7384,105448,504311,12419,1036,448437,13415,1345,577959,8947,147375
42.0,40.27,12-10-2025,18-10-2025,279062.0,472001.0,257908.0,83851.0,21887.0,10742.0,8510.0,14005.0,10766.0,5121.0,1798.0,794.0,43376.0,1079044.0,2315.0,38550.0,8530.0,11737.0,12914.0,7229.0,1994.0,972.0,269943.0,459444.0,244053.0,76107.0,19788.0,9709.0,312.0,526.0,719.0,485.0,180.0,93.0,8178.0,13450.0,10014.0,4604.0,1609.0,695.0,164773.0,960554.0,125.0,0.0,0.0,750933.0,428233.0,697219.0,182.0,40811.0,321.0,375.0,0.0,1125452.0,0.0,0.0,40993.0,0.0,395.0,442.0,53.0,1125452.0,40994.0,9063.0,10536.0,452,166875.99,0.0,0.0,7870,6821,104682,432841,11256,857,272054,8302,848,362193,6005,89533
43.0,42.34,19-10-2025,25-10-2025,315312.0,492000.0,299926.0,121272.0,43791.0,21113.0,11890.0,19516.0,15255.0,8512.0,3814.0,1962.0,62781.0,1225961.0,4008.0,56671.0,12182.0,15767.0,16483.0,11324.0,4806.0,2219.0,302180.0,474918.0,282081.0,109273.0,38741.0,18767.0,542.0,879.0,1092.0,870.0,438.0,187.0,11303.0,18571.0,14087.0,7587.0,3358.0,1765.0,132698.0,1160610.0,107.0,20651.0,0.0,788112.0,274962.0,1018453.0,110.0,60838.0,416.0,428.0,0.0,1293415.0,0.0,0.0,60948.0,0.0,270.0,291.0,41.0,1293415.0,60949.0,7678.0,9706.0,325,121809.57,0.0,0.0,7707,6339,90487,409922,10273,856,333078,10233,1048,448414,6306,113959
44.0,42.34,26-10-2025,01-11-2025,269146.0,472439.0,322984.0,127534.0,43978.0,20523.0,7055.0,13806.0,13982.0,7887.0,3462.0,1742.0,71221.0,1180868.0,4135.0,43580.0,11184.0,17099.0,21007.0,14025.0,5565.0,2340.0,257130.0,454094.0,300609.0,112800.0,38171.0,18064.0,426.0,800.0,1282.0,989.0,444.0,194.0,6597.0,12942.0,12646.0,6859.0,3000.0,1536.0,118987.0,1137606.0,12.0,57881.0,0.0,699087.0,337437.0,919168.0,48.0,47885.0,382.0,474.0,0.0,1256605.0,0.0,0.0,47933.0,0.0,483.0,529.0,82.0,1256605.0,47934.0,9029.0,10005.0,333,134361.84,0.0,0.0,7625,6686,108039,346980,8243,659,310246,9166,877,398402,6144,96580
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,183923.14,,,6750,5776,82723,-2147483648,-53687377,0,-2147483648,-64424431,0,-2147483648,-32212449,-536870479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,53771.96,,,7424,6697,98844,-2147483648,-53686819,0,-2147483648,-64424505,0,-2147483648,-32212400,-536871690
